"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nombre"
2019,6,"Gràcia",30,"la Salut","Dones",25
2019,6,"Gràcia",31,"la Vila de Gràcia","Dones",93
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones",48
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones",58
2019,7,"Horta-Guinardó",34,"Can Baró","Dones",24
2019,7,"Horta-Guinardó",35,"el Guinardó","Dones",83
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones",8
2019,7,"Horta-Guinardó",37,"el Carmel","Dones",82
2019,7,"Horta-Guinardó",38,"la Teixonera","Dones",26
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones",16
2019,7,"Horta-Guinardó",40,"Montbau","Dones",14
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones",15
2019,7,"Horta-Guinardó",42,"la Clota","Dones",2
2019,7,"Horta-Guinardó",43,"Horta","Dones",43
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones",70
2019,8,"Nou Barris",45,"Porta","Dones",77
2019,8,"Nou Barris",46,"el Turó de la Peira","Dones",73
2019,8,"Nou Barris",47,"Can Peguera","Dones",4
2019,8,"Nou Barris",48,"la Guineueta","Dones",22
2019,8,"Nou Barris",49,"Canyelles","Dones",8
2019,8,"Nou Barris",50,"les Roquetes","Dones",61
2019,8,"Nou Barris",51,"Verdun","Dones",45
2019,8,"Nou Barris",52,"la Prosperitat","Dones",80
2019,8,"Nou Barris",53,"la Trinitat Nova","Dones",30
2019,8,"Nou Barris",54,"Torre Baró","Dones",10
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dones",45
2019,8,"Nou Barris",56,"Vallbona","Dones",7
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dones",28
2019,9,"Sant Andreu",58,"Baró de Viver","Dones",4
2019,9,"Sant Andreu",59,"el Bon Pastor","Dones",28
2019,9,"Sant Andreu",60,"Sant Andreu","Dones",83
2019,9,"Sant Andreu",61,"la Sagrera","Dones",59
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dones",31
2019,9,"Sant Andreu",63,"Navas","Dones",59
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones",89
2019,10,"Sant Martí",65,"el Clot","Dones",43
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones",27
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones",17
2019,10,"Sant Martí",68,"el Poblenou","Dones",51
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones",26
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dones",60
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dones",39
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dones",45
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dones",61
2019,1,"Ciutat Vella",1,"el Raval","Homes",250
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Homes",66
2019,1,"Ciutat Vella",3,"la Barceloneta","Homes",35
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes",65
2019,2,"Eixample",5,"el Fort Pienc","Homes",70
2019,2,"Eixample",6,"la Sagrada Família","Homes",103
2019,2,"Eixample",7,"la Dreta de l'Eixample","Homes",73
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes",74
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes",112
2019,2,"Eixample",10,"Sant Antoni","Homes",87
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Homes",154
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes",3
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Homes",66
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes",22
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Homes",37
2019,3,"Sants-Montjuïc",16,"la Bordeta","Homes",45
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Homes",71
2019,3,"Sants-Montjuïc",18,"Sants","Homes",81
2019,4,"Les Corts",19,"les Corts","Homes",56
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes",32
2019,4,"Les Corts",21,"Pedralbes","Homes",19
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes",6
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes",22
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes",9
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes",26
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes",30
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes",32
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Homes",16
2019,6,"Gràcia",29,"el Coll","Homes",4
2019,6,"Gràcia",30,"la Salut","Homes",24
2019,6,"Gràcia",31,"la Vila de Gràcia","Homes",77
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes",37
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes",41
2019,7,"Horta-Guinardó",34,"Can Baró","Homes",16
2019,7,"Horta-Guinardó",35,"el Guinardó","Homes",68
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes",2
2019,7,"Horta-Guinardó",37,"el Carmel","Homes",67
2019,7,"Horta-Guinardó",38,"la Teixonera","Homes",29
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes",14
2019,7,"Horta-Guinardó",40,"Montbau","Homes",8
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes",4
2019,7,"Horta-Guinardó",42,"la Clota","Homes",1
2019,7,"Horta-Guinardó",43,"Horta","Homes",49
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes",50
2019,8,"Nou Barris",45,"Porta","Homes",44
2019,8,"Nou Barris",46,"el Turó de la Peira","Homes",63
2019,8,"Nou Barris",47,"Can Peguera","Homes",3
2019,8,"Nou Barris",48,"la Guineueta","Homes",25
2019,8,"Nou Barris",49,"Canyelles","Homes",6
2019,8,"Nou Barris",50,"les Roquetes","Homes",51
2019,8,"Nou Barris",51,"Verdun","Homes",35
2019,8,"Nou Barris",52,"la Prosperitat","Homes",73
2019,8,"Nou Barris",53,"la Trinitat Nova","Homes",24
2019,8,"Nou Barris",54,"Torre Baró","Homes",8
2019,8,"Nou Barris",55,"Ciutat Meridiana","Homes",60
2019,8,"Nou Barris",56,"Vallbona","Homes",6
2019,9,"Sant Andreu",57,"la Trinitat Vella","Homes",48
2019,9,"Sant Andreu",58,"Baró de Viver","Homes",5
2019,9,"Sant Andreu",59,"el Bon Pastor","Homes",26
2019,9,"Sant Andreu",60,"Sant Andreu","Homes",56
2019,9,"Sant Andreu",61,"la Sagrera","Homes",55
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Homes",26
2019,9,"Sant Andreu",63,"Navas","Homes",43
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes",87
2019,10,"Sant Martí",65,"el Clot","Homes",51
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes",35
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes",15
2019,10,"Sant Martí",68,"el Poblenou","Homes",71
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes",30
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Homes",104
2019,10,"Sant Martí",71,"Provençals del Poblenou","Homes",40
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Homes",34
