"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL","Unnamed: 32"
99400075175,"Contenidor Roba Amiga *Centre Cívic Sarria","#","C","Eduardo Conde",22,42,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,19,"BARCELONA",41.393906,2.121195,426532.56799999997,4582858.411,426624.464,4583059.352,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075184,"Contenidor de Roba Amiga *Centre Cívic Casa Groga","#","Av","Jordà",27,27,39,"Sant Genís dels Agudells",7,"Horta-Guinardó",8035,19,"BARCELONA",41.426897,2.137474,427929.912,4586507.407,428021.82,4586708.382,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075184,"Contenidor de Roba Amiga *Centre Cívic Casa Groga","#","Av","Jordà",27,27,39,"Sant Genís dels Agudells",7,"Horta-Guinardó",8035,19,"BARCELONA",41.426897,2.137474,427929.912,4586507.407,428021.82,4586708.382,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075191,"Contenidor Roba Amiga * Punt Verd de Zona Vallbona","#","C","Castelladral",6,10,56,"Vallbona",8,"Nou Barris",8033,19,"BARCELONA",41.464490000000005,2.186154,432036.782,4590641.606000001,432128.727,4590842.62,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075191,"Contenidor Roba Amiga * Punt Verd de Zona Vallbona","#","C","Castelladral",6,10,56,"Vallbona",8,"Nou Barris",8033,19,"BARCELONA",41.464490000000005,2.186154,432036.782,4590641.606000001,432128.727,4590842.62,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075288,"Contenidor Roba Amiga *Centre Esportiu Brafa","#","C","Artesania",75,75,50,"les Roquetes",8,"Nou Barris",8042,19,"BARCELONA",41.445574,2.170998,430750.966,4588553.563,430842.9,4588754.558,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075288,"Contenidor Roba Amiga *Centre Esportiu Brafa","#","C","Artesania",75,75,50,"les Roquetes",8,"Nou Barris",8042,19,"BARCELONA",41.445574,2.170998,430750.966,4588553.563,430842.9,4588754.558,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075292,"Contenidor Roba Amiga *Parc Creueta del Coll","#","C","Mare de Déu del Coll",106,106,28,"Vallcarca i els Penitents",6,"Gràcia",8023,19,"BARCELONA",41.41236,2.147064,428715.352,4584885.6,428807.268,4585086.56,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075292,"Contenidor Roba Amiga *Parc Creueta del Coll","#","C","Mare de Déu del Coll",106,106,28,"Vallcarca i els Penitents",6,"Gràcia",8023,19,"BARCELONA",41.41236,2.147064,428715.352,4584885.6,428807.268,4585086.56,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075300,"Contenidor de Roba Amiga *Espai Jove Boca Nord","#","C","Agudells",37,37,37,"el Carmel",7,"Horta-Guinardó",8032,19,"BARCELONA",41.423705,2.15843,429677.56899999996,4586135.746,429769.49299999996,4586336.718,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075300,"Contenidor de Roba Amiga *Espai Jove Boca Nord","#","C","Agudells",37,37,37,"el Carmel",7,"Horta-Guinardó",8032,19,"BARCELONA",41.423705,2.15843,429677.56899999996,4586135.746,429769.49299999996,4586336.718,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075308,"Contenidor Roba Amiga *Illes Cinca","#","C","Cinca",76,76,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.439265,2.192308,432524.6,4587836.231000001,432616.55,4588037.22,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075308,"Contenidor Roba Amiga *Illes Cinca","#","C","Cinca",76,76,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.439265,2.192308,432524.6,4587836.231000001,432616.55,4588037.22,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075311,"Contenidor de Roba Amiga *Centre Cívic Carmel","#","C","Santuari",27,27,37,"el Carmel",7,"Horta-Guinardó",8032,19,"BARCELONA",41.420291,2.151211,429070.62,4585762.674,429162.539,4585963.642,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075311,"Contenidor de Roba Amiga *Centre Cívic Carmel","#","C","Santuari",27,27,37,"el Carmel",7,"Horta-Guinardó",8032,19,"BARCELONA",41.420291,2.151211,429070.62,4585762.674,429162.539,4585963.642,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075314,"Contenidor de Roba Amiga *Centre Cívic Teixonera","#","C","Arenys",75,75,38,"la Teixonera",7,"Horta-Guinardó",8035,19,"BARCELONA",41.422665,2.144577,428518.855,4586031.642,428610.769,4586232.613,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075314,"Contenidor de Roba Amiga *Centre Cívic Teixonera","#","C","Arenys",75,75,38,"la Teixonera",7,"Horta-Guinardó",8035,19,"BARCELONA",41.422665,2.144577,428518.855,4586031.642,428610.769,4586232.613,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075330,"Contenidor Roba Amiga *Centre Esportiu Municipal Trinitat Vella","#","Via","Bàrcino",60,60,57,"la Trinitat Vella",9,"Sant Andreu",8033,19,"BARCELONA",41.451159999999994,2.1926330000000003,432564.05600000004,4589156.554,432656.006,4589357.555,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075330,"Contenidor Roba Amiga *Centre Esportiu Municipal Trinitat Vella","#","Via","Bàrcino",60,60,57,"la Trinitat Vella",9,"Sant Andreu",8033,19,"BARCELONA",41.451159999999994,2.1926330000000003,432564.05600000004,4589156.554,432656.006,4589357.555,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075345,"Contenidor de Roba Amiga *Jardins Cèsar Martinell","#","C","Villarroel",60,60,8,"l'Antiga Esquerra de l'Eixample",2,"Eixample",8011,19,"BARCELONA",41.383573999999996,2.159174,429696.479,4581679.892,429788.405,4581880.823,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075345,"Contenidor de Roba Amiga *Jardins Cèsar Martinell","#","C","Villarroel",60,60,8,"l'Antiga Esquerra de l'Eixample",2,"Eixample",8011,19,"BARCELONA",41.383573999999996,2.159174,429696.479,4581679.892,429788.405,4581880.823,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075347,"Contenidor de Roba Amiga *Jardins Clotilde Cerdà","#","C","Marina",197,197,5,"el Fort Pienc",2,"Eixample",8013,19,"BARCELONA",41.400549,2.178983,431370.62899999996,4583548.522,431462.57,4583749.471,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075347,"Contenidor de Roba Amiga *Jardins Clotilde Cerdà","#","C","Marina",197,197,5,"el Fort Pienc",2,"Eixample",8013,19,"BARCELONA",41.400549,2.178983,431370.62899999996,4583548.522,431462.57,4583749.471,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075348,"Contenidor de Roba Amiga *Jardins Jaume Perich","#","G.V.","Corts Catalanes",659,659,7,"la Dreta de Eixample",2,"Eixample",8010,19,"BARCELONA",41.393755,2.173584,430912.099,4582798.54,431004.036,4582999.482,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075348,"Contenidor de Roba Amiga *Jardins Jaume Perich","#","G.V.","Corts Catalanes",659,659,7,"la Dreta de Eixample",2,"Eixample",8010,19,"BARCELONA",41.393755,2.173584,430912.099,4582798.54,431004.036,4582999.482,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075350,"Contenidor de Roba Amiga *Jardins Manuel de Pedrolo","#","C","Diputació",463,463,5,"el Fort Pienc",2,"Eixample",8013,19,"BARCELONA",41.40104,2.1800490000000003,431460.219,4583602.198,431552.161,4583803.147,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075350,"Contenidor de Roba Amiga *Jardins Manuel de Pedrolo","#","C","Diputació",463,463,5,"el Fort Pienc",2,"Eixample",8013,19,"BARCELONA",41.40104,2.1800490000000003,431460.219,4583602.198,431552.161,4583803.147,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075351,"Contenidor de Roba Amiga *Jardins Maria-Mercè Marçal","#","C","Provença",101,101,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8029,19,"BARCELONA",41.3864,2.150218,428950.73799999995,4582000.904,429042.657,4582201.838,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075351,"Contenidor de Roba Amiga *Jardins Maria-Mercè Marçal","#","C","Provença",101,101,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8029,19,"BARCELONA",41.3864,2.150218,428950.73799999995,4582000.904,429042.657,4582201.838,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075353,"Contenidor de Roba Amiga *Jardins Montserrat Roig (Illa Damm)","#","C","Rosselló",488,488,6,"la Sagrada Família",2,"Eixample",8025,19,"BARCELONA",41.409056,2.178464,431336.166,4584493.388,431428.106,4584694.345,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075353,"Contenidor de Roba Amiga *Jardins Montserrat Roig (Illa Damm)","#","C","Rosselló",488,488,6,"la Sagrada Família",2,"Eixample",8025,19,"BARCELONA",41.409056,2.178464,431336.166,4584493.388,431428.106,4584694.345,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075355,"Contenidor de Roba Amiga *Jardins Sebastià Gasch","#","C","Rocafort",87,87,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,19,"BARCELONA",41.37915,2.1533700000000002,429206.404,4581193.445,429298.325,4581394.371,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075355,"Contenidor de Roba Amiga *Jardins Sebastià Gasch","#","C","Rocafort",87,87,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,19,"BARCELONA",41.37915,2.1533700000000002,429206.404,4581193.445,429298.325,4581394.371,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075356,"Contenidor de Roba Amiga *Jardins d'Emma","#","C","Comte Borrell",157,157,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,19,"BARCELONA",41.382637,2.155533,429390.99299999996,4581578.817,429482.916,4581779.7469999995,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075356,"Contenidor de Roba Amiga *Jardins d'Emma","#","C","Comte Borrell",157,157,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,19,"BARCELONA",41.382637,2.155533,429390.99299999996,4581578.817,429482.916,4581779.7469999995,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075360,"Contenidor de Roba Amiga *Jardins Manuel Torrente","#","C","Alzina",4,4,31,"la Vila de Gràcia",6,"Gràcia",8024,19,"BARCELONA",41.406009999999995,2.157038,429542.102,4584172.452,429634.026,4584373.406,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075360,"Contenidor de Roba Amiga *Jardins Manuel Torrente","#","C","Alzina",4,4,31,"la Vila de Gràcia",6,"Gràcia",8024,19,"BARCELONA",41.406009999999995,2.157038,429542.102,4584172.452,429634.026,4584373.406,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075366,"Contenidor Roba Amiga * Mercat Canyelles","#","C","Antonio Machado",8,8,49,"Canyelles",8,"Nou Barris",8042,19,"BARCELONA",41.441859,2.164101,430170.907,4588146.589,430262.835,4588347.58,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075366,"Contenidor Roba Amiga * Mercat Canyelles","#","C","Antonio Machado",8,8,49,"Canyelles",8,"Nou Barris",8042,19,"BARCELONA",41.441859,2.164101,430170.907,4588146.589,430262.835,4588347.58,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075374,"Contenidor de Roba Amiga *Mercat Sagrada Família","#","C","Padilla",255,255,6,"la Sagrada Família",2,"Eixample",8013,19,"BARCELONA",41.405718,2.177037,431213.43,4584123.942,431305.369,4584324.896000001,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075374,"Contenidor de Roba Amiga *Mercat Sagrada Família","#","C","Padilla",255,255,6,"la Sagrada Família",2,"Eixample",8013,19,"BARCELONA",41.405718,2.177037,431213.43,4584123.942,431305.369,4584324.896000001,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075521,"Contenidor de Roba Amiga *Mercat Concepció","#","C","Aragó",313,313,7,"la Dreta de Eixample",2,"Eixample",8009,19,"BARCELONA",41.395728000000005,2.16933,430558.59,4583021.021000001,430650.523,4583221.965,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075521,"Contenidor de Roba Amiga *Mercat Concepció","#","C","Aragó",313,313,7,"la Dreta de Eixample",2,"Eixample",8009,19,"BARCELONA",41.395728000000005,2.16933,430558.59,4583021.021000001,430650.523,4583221.965,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075522,"Contenidor Roba Amiga * Mercat de la Guineueta","#","Pg","Valldaura",186,186,48,"la Guineueta",8,"Nou Barris",8042,19,"BARCELONA",41.438652000000005,2.170254,430681.445,4587785.663,430773.37799999997,4587986.651000001,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075522,"Contenidor Roba Amiga * Mercat de la Guineueta","#","Pg","Valldaura",186,186,48,"la Guineueta",8,"Nou Barris",8042,19,"BARCELONA",41.438652000000005,2.170254,430681.445,4587785.663,430773.37799999997,4587986.651000001,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075525,"Contenidor Roba Amiga * Mercat de la Mercè","#","Pg","Fabra i Puig",270,270,46,"el Turó de la Peira",8,"Nou Barris",8031,19,"BARCELONA",41.430483,2.173608,430952.99,4586876.018999999,431044.92600000004,4587076.998,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075525,"Contenidor Roba Amiga * Mercat de la Mercè","#","Pg","Fabra i Puig",270,270,46,"el Turó de la Peira",8,"Nou Barris",8031,19,"BARCELONA",41.430483,2.173608,430952.99,4586876.018999999,431044.92600000004,4587076.998,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075528,"Contenidor Roba Amiga * Mercat de la Trinitat","#","C","Fosca",10,10,53,"la Trinitat Nova",8,"Nou Barris",8033,19,"BARCELONA",41.447994,2.184307,431865.31200000003,4588811.609,431957.256,4589012.607,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075528,"Contenidor Roba Amiga * Mercat de la Trinitat","#","C","Fosca",10,10,53,"la Trinitat Nova",8,"Nou Barris",8033,19,"BARCELONA",41.447994,2.184307,431865.31200000003,4588811.609,431957.256,4589012.607,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075539,"Contenidor de Roba Amiga *Mercat Vall Hebron","#","Pg","Vall d'Hebron",130,130,38,"la Teixonera",7,"Horta-Guinardó",8035,19,"BARCELONA",41.424062,2.14246,428343.475,4586188.477,428435.38700000005,4586389.449,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075539,"Contenidor de Roba Amiga *Mercat Vall Hebron","#","Pg","Vall d'Hebron",130,130,38,"la Teixonera",7,"Horta-Guinardó",8035,19,"BARCELONA",41.424062,2.14246,428343.475,4586188.477,428435.38700000005,4586389.449,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075540,"Contenidor de Roba Amiga *Mercat Abaceria","#","Trav","Gràcia",186,186,31,"la Vila de Gràcia",6,"Gràcia",8012,19,"BARCELONA",41.40224,2.1593869999999997,429734.342,4583751.984,429826.268,4583952.933999999,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075540,"Contenidor de Roba Amiga *Mercat Abaceria","#","Trav","Gràcia",186,186,31,"la Vila de Gràcia",6,"Gràcia",8012,19,"BARCELONA",41.40224,2.1593869999999997,429734.342,4583751.984,429826.268,4583952.933999999,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075545,"Contenidor Roba Amiga * Mercat de Montserrat","#","Via","Favència",241,241,50,"les Roquetes",8,"Nou Barris",8042,19,"BARCELONA",41.446325,2.1787970000000003,431403.25299999997,4588630.656,431495.19200000004,4588831.652,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075545,"Contenidor Roba Amiga * Mercat de Montserrat","#","Via","Favència",241,241,50,"les Roquetes",8,"Nou Barris",8042,19,"BARCELONA",41.446325,2.1787970000000003,431403.25299999997,4588630.656,431495.19200000004,4588831.652,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075548,"Contenidor Roba Amiga * Mercat de Sant Andreu","#","C","Sant Adrià",21,21,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.433957,2.191032,432412.427,4587248.027,432504.376,4587449.01,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075548,"Contenidor Roba Amiga * Mercat de Sant Andreu","#","C","Sant Adrià",21,21,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.433957,2.191032,432412.427,4587248.027,432504.376,4587449.01,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075559,"Contenidor Roba Amiga * Punt Verd de Barri Vallvidrera","#","C","Reis Catòlics",38,38,22,"Vallvidrera, el Tibidabo i les Planes",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.416302,2.101572,424917.87299999996,4585361.649,425009.75399999996,4585562.613,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075559,"Contenidor Roba Amiga * Punt Verd de Barri Vallvidrera","#","C","Reis Catòlics",38,38,22,"Vallvidrera, el Tibidabo i les Planes",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.416302,2.101572,424917.87299999996,4585361.649,425009.75399999996,4585562.613,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075564,"Contenidor de Roba Amiga *Mercat Horta","#","C","Tajo",75,75,43,"Horta",7,"Horta-Guinardó",8032,19,"BARCELONA",41.429625,2.159617,429783.107,4586792.013,429875.032,4586992.991,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075564,"Contenidor de Roba Amiga *Mercat Horta","#","C","Tajo",75,75,43,"Horta",7,"Horta-Guinardó",8032,19,"BARCELONA",41.429625,2.159617,429783.107,4586792.013,429875.032,4586992.991,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075566,"Contenidor de Roba Amiga *Mercat de Santa Caterina","#","Pl","Joan Capri",1,1,4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella",8003,19,"BARCELONA",41.38615,2.1791150000000004,431366.479,4581949.916999999,431458.42,4582150.851,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075566,"Contenidor de Roba Amiga *Mercat de Santa Caterina","#","Pl","Joan Capri",1,1,4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella",8003,19,"BARCELONA",41.38615,2.1791150000000004,431366.479,4581949.916999999,431458.42,4582150.851,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075585,"Punt Verd de Barri - Gal·la Placídia","Contenidor de Roba Amiga","Pl","Gal·la Placídia",12,12,31,"la Vila de Gràcia",6,"Gràcia",8006,19,"BARCELONA",41.399128000000005,2.153461,429235.63200000004,4583411.327,429327.55299999996,4583612.274,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075585,"Punt Verd de Barri - Gal·la Placídia","Contenidor de Roba Amiga","Pl","Gal·la Placídia",12,12,31,"la Vila de Gràcia",6,"Gràcia",8006,19,"BARCELONA",41.399128000000005,2.153461,429235.63200000004,4583411.327,429327.55299999996,4583612.274,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075586,"Contenidor de Roba Amiga *Punt Verd Barri Sagrada Família","#","C","Lepant",283,283,6,"la Sagrada Família",2,"Eixample",8013,19,"BARCELONA",41.405046,2.175758,431105.761,4584050.312,431197.69899999996,4584251.265,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075586,"Contenidor de Roba Amiga *Punt Verd Barri Sagrada Família","#","C","Lepant",283,283,6,"la Sagrada Família",2,"Eixample",8013,19,"BARCELONA",41.405046,2.175758,431105.761,4584050.312,431197.69899999996,4584251.265,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075592,"Contenidor Roba Amiga *Punt Verd de Barri de Sant Andreu","#","C","Rovira i Virgili",14,14,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.428283,2.188796,432219.726,4586619.773,432311.674,4586820.75,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075592,"Contenidor Roba Amiga *Punt Verd de Barri de Sant Andreu","#","C","Rovira i Virgili",14,14,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.428283,2.188796,432219.726,4586619.773,432311.674,4586820.75,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075599,"Contenidor Roba Amiga * Punt Verd de Barri del Clot","#","C","Escultors Claperós",34,34,65,"el Clot",10,"Sant Martí",8018,19,"BARCELONA",41.407043,2.189194,432230.902,4584261.487,432322.85,4584462.443,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075599,"Contenidor Roba Amiga * Punt Verd de Barri del Clot","#","C","Escultors Claperós",34,34,65,"el Clot",10,"Sant Martí",8018,19,"BARCELONA",41.407043,2.189194,432230.902,4584261.487,432322.85,4584462.443,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075606,"Contenidor de Roba Amiga *Punt Verd Collserola","#","C","Collserola",2,2,28,"Vallcarca i els Penitents",6,"Gràcia",8035,19,"BARCELONA",41.416269,2.136213,427812.81700000004,4585328.482,427904.724,4585529.446,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
99400075606,"Contenidor de Roba Amiga *Punt Verd Collserola","#","C","Collserola",2,2,28,"Vallcarca i els Penitents",6,"Gràcia",8035,19,"BARCELONA",41.416269,2.136213,427812.81700000004,4585328.482,427904.724,4585529.446,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075607,"Contenidor de Roba Amiga *Punt Verd Vall Hebron","#","C","Jorge Manrique",2,2,41,"la Vall d'Hebron",7,"Horta-Guinardó",8035,19,"BARCELONA",41.431443,2.153346,429261.10799999995,4586999.03,429353.028,4587200.01,"","","","","","","","","","Punt de roba amiga","Medi ambient","Medi ambient",""
99400075607,"Contenidor de Roba Amiga *Punt Verd Vall Hebron","#","C","Jorge Manrique",2,2,41,"la Vall d'Hebron",7,"Horta-Guinardó",8035,19,"BARCELONA",41.431443,2.153346,429261.10799999995,4586999.03,429353.028,4587200.01,"","","","","","","","","","","Punt de roba amiga","Medi ambient",""
