"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
180401,"Lope de Vega","0236","0280",2,10,35,206.0,65,99.0,8018
180401,"Lope de Vega","0282","0302",2,10,34,206.0,65,103.0,8018
180401,"Lope de Vega","0304","0316",2,10,30,205.0,65,104.0,8018
180605,"López Catalán","0001","0007",1,3,105,75.0,18,140.0,8014
180605,"López Catalán","0002","0008",2,3,105,75.0,18,140.0,8014
180707,"Pl Llorca","0001","0005",1,3,39,64.0,13,80.0,8038
180707,"Pl Llorca","0002","0004",2,3,39,64.0,13,80.0,8038
180751,"Lorena","0001","0109",1,8,55,167.0,48,93.0,8042
180751,"Lorena","0002","0034",2,8,215,"",48,91.0,8042
180809,"Lorenzale","0001","0025",1,10,3,201.0,64,142.0,8026
180809,"Lorenzale","0002","0028",2,10,3,201.0,64,142.0,8026
180900,"Loreto","0001","0029",1,4,20,79.0,19,54.0,8029
180900,"Loreto","0031","0049",1,4,19,79.0,19,53.0,8029
180900,"Loreto","0002","0036",2,4,18,79.0,19,50.0,8029
180900,"Loreto","0038","0056",2,4,19,79.0,19,52.0,8029
181007,"Lotus","0001","0003",1,3,42,65.0,14,88.0,8004
181007,"Lotus","0002","0004",2,3,42,65.0,14,88.0,8004
181109,"Lorda","0001A","0001E",1,6,15,118.0,29,149.0,8035
181109,"Lorda","0001","0021",1,7,83,149.0,38,216.0,8035
181109,"Lorda","0002","0036",2,7,83,149.0,38,127.0,8035
181200,"Lucà","0001B","0017",1,5,94,113.0,27,91.0,8022
181200,"Lucà","0002","0018",2,5,96,113.0,27,93.0,8022
181302,"Ptge Lucà","0001","0021",1,5,94,113.0,27,91.0,8022
181302,"Ptge Lucà","0002","0022",2,5,94,113.0,27,91.0,8022
181506,"Ptge Puig Aguilar","0001","0003",1,4,56,90.0,21,82.0,8034
181506,"Ptge Puig Aguilar","0002","0008",2,4,56,90.0,21,82.0,8034
181608,"Roc Boronat","0001","0061",1,10,57,212.0,68,37.0,8005
181608,"Roc Boronat","0063","0095",1,10,58,212.0,68,26.0,8005
181608,"Roc Boronat","0097","0155",1,10,42,208.0,66,22.0,8018
181608,"Roc Boronat","0002","0042",2,10,57,212.0,68,36.0,8005
181608,"Roc Boronat","0044","0092",2,10,58,212.0,68,28.0,8005
181608,"Roc Boronat","0094","0150",2,10,42,208.0,66,22.0,8018
181700,"Lluís el Piadós","0001","0011",1,1,52,18.0,4,57.0,8003
181700,"Lluís el Piadós","0002","0010",2,1,52,18.0,4,56.0,8003
181801,"Lugo","0001","0011",1,7,70,147.0,37,111.0,8032
181801,"Lugo","0013B","0013B",1,7,68,147.0,37,114.0,8032
181801,"Lugo","0013","0013",1,7,70,147.0,37,111.0,8032
181801,"Lugo","0015","0065",1,7,68,147.0,37,114.0,8032
181801,"Lugo","0002","0048",2,7,70,147.0,37,110.0,8032
181801,"Lugo","0050","0064",2,7,69,147.0,37,116.0,8032
181903,"Ptge Lugo","0001","0023",1,7,70,147.0,37,115.0,8032
181903,"Ptge Lugo","0002","0028",2,7,70,147.0,37,110.0,8032
182000,"Luis Antúnez","0001","0005",1,6,43,125.0,31,5.0,8006
182000,"Luis Antúnez","0007","0023",1,6,44,125.0,31,3.0,8006
182000,"Luis Antúnez","0002","0026",2,6,43,125.0,31,5.0,8006
182101,"Lluís Bonifaç","0001","0015",1,6,17,118.0,29,145.0,8023
182101,"Lluís Bonifaç","0002","0012",2,6,17,118.0,29,145.0,8023
182203,"Lluís Borrassà","0001","0025",1,10,82,219.0,70,80.0,8019
182203,"Lluís Borrassà","0002","0022",2,10,82,219.0,70,79.0,8019
182305,"Louis Braille","0002","0004",2,1,30,12.0,2,88.0,8002
182305,"Louis Braille","0005","0005",1,1,31,12.0,2,80.0,8002
182407,"Ptge Lluís Cutchet","0001","0001",1,1,1,1.0,1,90.0,8001
182509,"Lluís Dalmau","0001","0033",1,10,87,220.0,70,92.0,8019
182509,"Lluís Dalmau","0008","0080",2,10,86,220.0,70,87.0,8019
182509,"Lluís Dalmau","0002B","0006",2,10,87,220.0,70,92.0,8019
182600,"Lluís Marià Vidal","0001","0013",1,7,75,148.0,37,137.0,8032
182600,"Lluís Marià Vidal","0057","0101",1,7,67,147.0,37,112.0,8032
182600,"Lluís Marià Vidal","0002","0014",2,7,75,148.0,37,137.0,8032
182600,"Lluís Marià Vidal","0042","0056",2,7,68,147.0,37,114.0,8032
182600,"Lluís Marià Vidal","0058B","0106",2,7,66,147.0,37,113.0,8032
182600,"Lluís Marià Vidal","0015","0055",1,7,70,147.0,37,110.0,8032
182600,"Lluís Marià Vidal","0016","0040",2,7,70,147.0,37,110.0,8032
182702,"Lluís Muntadas","0002","0016",2,5,33,101.0,25,100.0,8035
182702,"Lluís Muntadas","0001","0015",1,5,33,101.0,25,100.0,8035
182804,"Ptge Ll Pellicer","0001","0027",1,2,106,43.0,8,156.0,8036
182804,"Ptge Ll Pellicer","0002","0028",2,2,106,43.0,8,156.0,8036
183002,"Lluís Sagnier","0011","0017",1,7,46,142.0,35,55.0,8041
183002,"Lluís Sagnier","0019","0047",1,7,47,143.0,35,61.0,8032
183002,"Lluís Sagnier","0002","0006",2,7,44,142.0,35,54.0,8041
183002,"Lluís Sagnier","0008","0014",2,7,46,142.0,35,55.0,8041
183002,"Lluís Sagnier","0016","0028",2,7,47,143.0,35,56.0,8032
183002,"Lluís Sagnier","0001","0009",1,7,44,142.0,35,54.0,8041
183002,"Lluís Sagnier","0049","0067",1,7,49,143.0,35,58.0,8032
183002,"Lluís Sagnier","0030","0080",2,7,48,143.0,35,56.0,8032
183104,"Lluís Vives","0001","0003",1,6,56,129.0,31,14.0,8012
183104,"Lluís Vives","0005","0017",1,6,58,129.0,31,13.0,8012
183104,"Lluís Vives","0002","0004",2,6,56,129.0,31,14.0,8012
183104,"Lluís Vives","0006","0012",2,6,58,129.0,31,13.0,8012
183206,"Lluna","0001B","0011",1,1,14,6.0,1,133.0,8001
183206,"Lluna","0013","0031",1,1,17,6.0,1,137.0,8001
183206,"Lluna","0002B","0014",2,1,14,6.0,1,131.0,8001
183206,"Lluna","0016","0030",2,1,17,6.0,1,138.0,8001
183603,"Llacuna","0001","0031",1,10,57,212.0,68,36.0,8005
183603,"Llacuna","0039","0085",1,10,58,212.0,68,28.0,8005
183603,"Llacuna","0087","0161",1,10,42,208.0,66,22.0,8018
183603,"Llacuna","0002","0008",2,10,60,213.0,68,36.0,8005
183603,"Llacuna","0010","0034",2,10,61,213.0,68,34.0,8005
183603,"Llacuna","0036","0068",2,10,64,214.0,68,29.0,8005
183603,"Llacuna","0072","0104",2,10,66,214.0,68,23.0,8005
183603,"Llacuna","0106","0140",2,10,67,214.0,68,22.0,8018
183603,"Llacuna","0156","0166",2,10,98,224.0,71,21.0,8018
183603,"Llacuna","0168","0176",2,10,37,206.0,65,101.0,8018
183603,"Llacuna","0163","0169",1,10,234,"",65,101.0,8018
183603,"Llacuna","0142","0154",2,10,97,224.0,71,21.0,8018
183705,"Ptge Llacuna","0011","0017",1,10,59,213.0,68,38.0,8005
183705,"Ptge Llacuna","0014","0018",2,10,59,213.0,68,38.0,8005
183909,"Lledó","0001","0017",1,1,26,10.0,2,77.0,8002
183909,"Lledó","0002","0010",2,1,26,10.0,2,77.0,8002
184005,"Lledoner","0001","0011",1,7,91,150.0,39,190.0,8035
184005,"Lledoner","0002","0020",2,7,92,150.0,39,190.0,8035
184107,"Llafranc","0001","0019",1,8,48,166.0,47,85.0,8031
184107,"Llafranc","0002B","0022",2,8,48,166.0,47,85.0,8031
184209,"Llagostera","0002","0044",2,10,21,204.0,64,153.0,8026
184209,"Llagostera","0001","0033",1,10,21,204.0,64,152.0,8026
184402,"Llança","0001","0013",1,2,150,51.0,10,23.0,8015
184402,"Llança","0015S","0021",1,2,149,50.0,9,78.0,8015
184402,"Llança","0023","0035",1,2,131,47.0,9,79.0,8015
184402,"Llança","0037","0051",1,2,130,47.0,9,80.0,8015
184402,"Llança","0002","0016",2,2,150,51.0,10,23.0,8015
184402,"Llança","0018","0032",2,2,149,50.0,9,78.0,8015
184402,"Llança","0034","0048",2,2,132,47.0,9,82.0,8015
184402,"Llança","0050","0060",2,2,133,47.0,9,81.0,8015
184504,"Llàstics","0001","0015",1,1,53,19.0,4,44.0,8003
184504,"Llàstics","0002","0024",2,1,53,19.0,4,41.0,8003
184606,"Llauder","0001","0007",1,1,43,16.0,4,29.0,8003
184606,"Llauder","0002","0006",2,1,43,16.0,4,29.0,8003
184708,"Ptge Llavallol","0001","0025",1,6,76,132.0,32,37.0,8025
184708,"Ptge Llavallol","0002","0016",2,6,76,132.0,32,37.0,8025
184800,"Llerona","0001","0173",1,8,108,179.0,54,195.0,8033
184800,"Llerona","0002B","0150",2,8,108,179.0,54,195.0,8033
184800,"Llerona","0152","0152",2,8,107,178.0,53,165.0,8033
184901,"T Lligalbé","0007","0019",1,7,7,135.0,33,9.0,8025
184901,"T Lligalbé","0002","0010",2,7,8,135.0,33,12.0,8025
185052,"Llinars del Vallès","0001","0003",1,9,14,185.0,59,132.0,8030
185052,"Llinars del Vallès","0005B","0017",1,9,13,185.0,59,132.0,8030
185052,"Llinars del Vallès","0002","0014",2,9,13,185.0,59,132.0,8030
185100,"Camí Lliça","0001B","0037",1,5,5,93.0,23,173.0,8017
185100,"Camí Lliça","0002","0046",2,5,5,93.0,23,173.0,8017
185143,"Lliçà","0001","0051",1,8,109,179.0,54,194.0,8033
185143,"Lliçà","0002B","0052",2,8,109,179.0,54,194.0,8033
185303,"Ptge Llívia","0001B","0051",1,7,34,140.0,35,42.0,8041
185303,"Ptge Llívia","0059","0077",1,7,33,140.0,35,37.0,8041
185303,"Ptge Llívia","0002","0034",2,7,42,142.0,35,46.0,8041
185303,"Ptge Llívia","0036","0056",2,7,43,142.0,35,48.0,8041
185303,"Ptge Llívia","0058","0084",2,7,45,142.0,35,50.0,8041
185405,"Llobet","0001","0015",1,3,50,66.0,15,138.0,8014
185405,"Llobet","0002","0016S",2,3,50,66.0,15,137.0,8014
185507,"Llobet Vall-lloser","0001","0041",1,7,30,139.0,35,66.0,8032
185507,"Llobet Vall-lloser","0043","0061",1,7,52,144.0,36,69.0,8032
185507,"Llobet Vall-lloser","0002","0006",2,7,50,143.0,35,64.0,8032
185507,"Llobet Vall-lloser","0008","0038",2,7,51,143.0,35,65.0,8032
185507,"Llobet Vall-lloser","0040","0052",2,7,52,144.0,36,103.0,8032
185700,"Llobregós","0001","0087",1,7,57,145.0,36,147.0,8032
185700,"Llobregós","0089","0159",1,7,70,147.0,37,109.0,8032
185700,"Llobregós","0161","0189",1,7,69,147.0,37,116.0,8032
185700,"Llobregós","0191","0201",1,7,63,147.0,37,122.0,8032
185700,"Llobregós","0203","0271",1,7,62,147.0,37,126.0,8032
185700,"Llobregós","0002","0028",2,7,122,156.0,43,147.0,8032
185700,"Llobregós","0030B","0030B",2,7,120,156.0,43,147.0,8032
185700,"Llobregós","0030","0030",2,7,122,156.0,43,147.0,8032
185700,"Llobregós","0032","0074",2,7,120,156.0,43,147.0,8032
185700,"Llobregós","0076","0096",2,7,71,148.0,37,148.0,8032
185700,"Llobregós","0098","0114",2,7,75,148.0,37,137.0,8032
185700,"Llobregós","0116","0166",2,7,76,148.0,37,136.0,8032
185700,"Llobregós","0168","0228",2,7,77,148.0,37,130.0,8032
185700,"Llobregós","0230","0246",2,7,78,148.0,37,127.0,8032
185802,"Llopis","0001","0017",1,8,68,170.0,50,184.0,8042
185802,"Llopis","0002","0026",2,8,67,170.0,50,183.0,8042
186000,"Ptge Llorac","0001","0003",1,5,32,100.0,25,102.0,8017
186000,"Ptge Llorac","0002","0004",2,5,32,100.0,25,102.0,8017
186102,"Llorens i Barba","0001","0021",1,7,8,135.0,33,11.0,8025
186102,"Llorens i Barba","0023","0049",1,7,9,136.0,33,14.0,8025
186102,"Llorens i Barba","0051","0073",1,7,12,136.0,33,15.0,8025
186102,"Llorens i Barba","0002B","0026",2,7,5,135.0,33,6.0,8025
186102,"Llorens i Barba","0028","0052",2,7,9,136.0,33,17.0,8025
186102,"Llorens i Barba","0054","0078",2,7,12,136.0,33,16.0,8025
186102,"Llorens i Barba","0080","0094",2,7,39,141.0,35,22.0,8041
186204,"Lloret de Mar","0031","0033",1,7,112,155.0,43,172.0,8032
186204,"Lloret de Mar","0035","0063",1,7,111,154.0,43,172.0,8031
186204,"Lloret de Mar","0065","0093",1,7,109,154.0,43,184.0,8031
186204,"Lloret de Mar","0030","0034",2,7,113,155.0,43,175.0,8032
186204,"Lloret de Mar","0036","0046",2,7,111,154.0,43,174.0,8031
186204,"Lloret de Mar","0048","0080",2,7,110,154.0,43,176.0,8031
186204,"Lloret de Mar","0082","0098",2,7,108,154.0,43,178.0,8031
186306,"Llosa","0001","0001",1,8,106,178.0,53,160.0,8033
186306,"Llosa","0003","0005",1,8,105,178.0,53,161.0,8033
186306,"Llosa","0002","0014",2,8,106,178.0,53,164.0,8033
186408,"Llobera","0001I","0067",1,8,65,170.0,50,188.0,8042
186408,"Llobera","0069B","0125",1,8,66,170.0,50,167.0,8042
186408,"Llobera","0002","0076",2,8,65,170.0,50,187.0,8042
186408,"Llobera","0078","0142",2,8,66,170.0,50,186.0,8042
186500,"Lluc","0001A","0007",1,8,32,163.0,45,52.0,8016
186500,"Lluc","0009","0015",1,8,31,163.0,45,52.0,8016
186500,"Lluc","0002","0016",2,8,31,163.0,45,51.0,8016
186601,"Pl República","0001","0001",1,8,55,167.0,48,93.0,8042
186601,"Pl República","0003B","0007",1,8,33,163.0,45,54.0,8016
186601,"Pl República","0009","0009",1,8,83,174.0,52,114.0,8016
186601,"Pl República","0002B","0002",2,8,55,167.0,48,93.0,8042
186601,"Pl República","0004","0006",2,8,33,163.0,45,54.0,8016
186601,"Pl República","0008","0008",2,8,83,174.0,52,114.0,8016
186601,"Pl República","0009B","0009B",1,8,57,168.0,48,102.0,8042
186601,"Pl República","0010","0010",2,8,57,168.0,48,94.0,8042
186703,"Llull","0001B","0015",1,10,48,209.0,66,9.0,8005
186703,"Llull","0017B","0039",1,10,50,209.0,66,10.0,8005
186703,"Llull","0041","0097",1,10,43,208.0,66,15.0,8005
186703,"Llull","0099","0125",1,10,56,212.0,68,16.0,8005
186703,"Llull","0127","0143",1,10,57,212.0,68,28.0,8005
186703,"Llull","0145B","0159",1,10,58,212.0,68,28.0,8005
186703,"Llull","0161","0185",1,10,64,214.0,68,29.0,8005
186703,"Llull","0223B","0239",1,10,71,215.0,68,46.0,8005
186703,"Llull","0241","0273",1,10,74,215.0,68,45.0,8005
186703,"Llull","0275","0341",1,10,76,216.0,69,66.0,8019
186703,"Llull","0343","0363",1,10,235,"",69,67.0,8019
186703,"Llull","0377B","0389",1,10,93,222.0,70,68.0,8019
186703,"Llull","0391","0401",1,10,91,222.0,70,72.0,8019
186703,"Llull","0411","0465",1,10,81,219.0,70,75.0,8019
186703,"Llull","0002I","0032",2,10,51,210.0,67,12.0,8005
186703,"Llull","0104","0134",2,10,56,212.0,68,15.0,8005
186703,"Llull","0136","0160",2,10,57,212.0,68,33.0,8005
186703,"Llull","0170","0186",2,10,61,213.0,68,32.0,8005
186703,"Llull","0188","0226",2,10,62,213.0,68,31.0,8005
186703,"Llull","0230","0244",2,10,71,215.0,68,42.0,8005
186703,"Llull","0246","0284",2,10,73,215.0,68,43.0,8005
186703,"Llull","0286","0324",2,10,77,217.0,69,66.0,8019
186703,"Llull","0340","0360",2,10,80,218.0,69,67.0,8019
186703,"Llull","0386","0404",2,10,92,222.0,70,73.0,8019
186703,"Llull","0406","0426",2,10,81,219.0,70,74.0,8019
186703,"Llull","0187","0221",1,10,63,214.0,68,30.0,8005
186703,"Llull","0046","0102",2,10,52,210.0,67,15.0,8005
186703,"Llull","0326","0338",2,10,79,217.0,69,67.0,8019
186805,"Lluçanès","0001","0049",1,5,32,100.0,25,103.0,8022
186805,"Lluçanès","0002","0056",2,5,32,100.0,25,103.0,8022
186907,"Lluçà","0001B","0017",1,4,35,84.0,19,20.0,8028
186907,"Lluçà","0002","0040",2,4,33,84.0,19,23.0,8028
186907,"Lluçà","0042","0060",2,4,31,84.0,19,22.0,8028
186907,"Lluçà","0019","0033",1,4,34,84.0,19,21.0,8028
186951,"M Zona Franca","0001","0011",1,3,25,60.0,12,61.0,8040
186951,"M Zona Franca","0002","0012",2,3,25,60.0,12,61.0,8040
186973,"Madame Butterfly","0001","0059",1,5,1,91.0,22,183.0,8017
186973,"Madame Butterfly","0002","0056",2,5,1,91.0,22,183.0,8017
187003,"Ptge Madoz","0001","0005",1,1,29,11.0,2,73.0,8002
187003,"Ptge Madoz","0002","0006",2,1,29,11.0,2,73.0,8002
187105,"Madrazo","0001","0013",1,5,82,111.0,27,74.0,8012
187105,"Madrazo","0015","0019",1,5,81,111.0,27,73.0,8006
187105,"Madrazo","0021","0051",1,5,71,109.0,26,23.0,8006
187105,"Madrazo","0053","0119",1,5,72,109.0,26,25.0,8006
187105,"Madrazo","0121","0147",1,5,64,107.0,26,37.0,8021
187105,"Madrazo","0149B","0163",1,5,62,107.0,26,37.0,8021
187105,"Madrazo","0014","0014",2,5,81,111.0,27,73.0,8006
187105,"Madrazo","0020","0044",2,5,71,109.0,26,26.0,8006
187105,"Madrazo","0046","0076",2,5,73,109.0,26,31.0,8006
187105,"Madrazo","0078","0096",2,5,74,109.0,26,30.0,8021
187105,"Madrazo","0098","0112",2,5,63,107.0,26,38.0,8021
187105,"Madrazo","0002","0012",2,5,82,111.0,27,74.0,8012
187105,"Madrazo","0114","0134",2,5,62,107.0,26,38.0,8021
187150,"Pl M Nazaria March","0001","0001",1,10,87,220.0,70,92.0,8019
187207,"Av Madrid","0001","0009",1,4,42,85.0,20,16.0,8028
187207,"Av Madrid","0011","0049",1,4,40,85.0,20,17.0,8028
187207,"Av Madrid","0075","0119",1,4,37,85.0,20,19.0,8028
187207,"Av Madrid","0121","0125B",1,4,34,84.0,19,20.0,8028
187207,"Av Madrid","0125C","0125C",1,4,35,84.0,19,20.0,8028
187207,"Av Madrid","0125","0125",1,4,34,84.0,19,20.0,8028
187207,"Av Madrid","0127","0159",1,4,35,84.0,19,20.0,8028
187207,"Av Madrid","0171","0187",1,4,32,84.0,19,24.0,8028
187207,"Av Madrid","0189","0217",1,4,6,77.0,19,29.0,8014
187207,"Av Madrid","0002","0044",2,3,81,71.0,17,202.0,8028
187207,"Av Madrid","0046","0092",2,3,82,71.0,17,204.0,8028
187207,"Av Madrid","0094","0126",2,3,85,71.0,17,210.0,8028
187207,"Av Madrid","0128","0154",2,3,86,72.0,18,169.0,8028
187207,"Av Madrid","0156","0182",2,3,87,72.0,18,168.0,8028
187207,"Av Madrid","0184","0198",2,3,88,72.0,18,167.0,8028
187207,"Av Madrid","0200","0222",2,3,110,76.0,18,153.0,8028
187207,"Av Madrid","0051","0073",1,4,38,85.0,20,18.0,8028
187207,"Av Madrid","0161","0169",1,4,33,84.0,19,23.0,8028
187400,"Madriguera","0001B","0047",1,9,5,182.0,57,145.0,8033
187400,"Madriguera","0002C","0046",2,9,4,182.0,57,146.0,8033
187502,"Ptge Madrona Piera","0001B","0013",1,4,44,86.0,20,5.0,8028
187502,"Ptge Madrona Piera","0002","0022",2,4,44,86.0,20,6.0,8028
187579,"Maduixer","0001B","0047",1,6,9,116.0,28,158.0,8035
187579,"Maduixer","0002","0034",2,6,9,116.0,28,158.0,8035
187659,"Pl Mainada","0001","0001",1,9,86,199.0,63,14.0,8027
187706,"Mestrança","0021","0043",1,1,34,13.0,3,6.0,8003
187706,"Mestrança","0045","0061",1,1,32,13.0,3,4.0,8003
187706,"Mestrança","0024","0044",2,1,34,13.0,3,6.0,8003
187706,"Mestrança","0046","0064",2,1,32,13.0,3,4.0,8003
187750,"Maestrat","0001","0003",1,8,86,174.0,52,121.0,8016
187750,"Maestrat","0002","0004",2,8,86,174.0,52,121.0,8016
188006,"Isaac Albéniz","0017","0031",1,5,7,95.0,23,175.0,8017
188006,"Isaac Albéniz","0002","0018",2,5,7,95.0,23,175.0,8017
188108,"Mestre Alfonso","0007","0071",1,10,81,219.0,70,75.0,8019
188108,"Mestre Alfonso","0072","0072",2,10,81,219.0,70,75.0,8019
188200,"Mestre Dalmau","0001","0027",1,7,106,154.0,43,162.0,8031
188200,"Mestre Dalmau","0002","0030",2,7,106,154.0,43,162.0,8031
188301,"Mestre Aloi","0001","0013",1,10,87,220.0,70,90.0,8019
188301,"Mestre Aloi","0002","0014",2,10,87,220.0,70,90.0,8019
188403,"Manuel de Falla","0001B","0001B",1,5,17,96.0,23,154.0,8034
188403,"Manuel de Falla","0001","0035",1,5,16,96.0,23,151.0,8034
188403,"Manuel de Falla","0002A","0014",2,5,17,96.0,23,154.0,8034
188403,"Manuel de Falla","0016","0030",2,5,18,96.0,23,152.0,8034
188403,"Manuel de Falla","0032","0042",2,5,19,96.0,23,148.0,8034
188458,"Amarant","0001","0007",1,5,1,91.0,22,183.0,8017
188458,"Amarant","0002B","0012",2,5,1,91.0,22,182.0,8017
188480,"Joan Manén","0001","0015",1,7,54,144.0,36,101.0,8032
188480,"Joan Manén","0002","0016",2,7,54,144.0,36,101.0,8032
188505,"Pl Lluís Millet","0001","0003",1,1,52,18.0,4,58.0,8003
188505,"Pl Lluís Millet","0002","0002",2,1,52,18.0,4,58.0,8003
188607,"Mestre Nicolau","0001","0003",1,5,57,106.0,26,2.0,8021
188607,"Mestre Nicolau","0005","0015",1,5,58,106.0,26,7.0,8021
188607,"Mestre Nicolau","0017","0027",1,5,59,106.0,26,36.0,8021
188607,"Mestre Nicolau","0002","0020",2,5,59,106.0,26,1.0,8021
188709,"F Pérez-Cabrero","0001","0021",1,5,56,106.0,26,6.0,8021
188709,"F Pérez-Cabrero","0002","0006",2,5,58,106.0,26,42.0,8021
188753,"Vesc","0001","0019",1,5,1,91.0,22,183.0,8017
188753,"Vesc","0002","0016",2,5,1,91.0,22,183.0,8017
188800,"Mtre Serradesanfer","0001","0013",1,7,121,156.0,43,151.0,8032
188800,"Mtre Serradesanfer","0002","0006",2,7,119,156.0,43,151.0,8032
188902,"Josep Serrano","0001A","0055",1,7,23,138.0,34,92.0,8024
188902,"Josep Serrano","0057","0077",1,7,26,138.0,34,93.0,8024
188902,"Josep Serrano","0002","0032",2,7,23,138.0,34,90.0,8024
188902,"Josep Serrano","0034B","0062",2,7,24,138.0,34,91.0,8024
188902,"Josep Serrano","0064B","0066",2,7,25,138.0,34,83.0,8024
188902,"Josep Serrano","0068","0076",2,7,26,138.0,34,93.0,8024
189009,"Ricardo Villa","0001R","0009",1,5,20,97.0,24,3.0,8017
189009,"Ricardo Villa","0002","0010",2,5,21,97.0,24,3.0,8017
189100,"Mtres Casals Marto","0001","0027",1,1,49,17.0,4,45.0,8003
189100,"Mtres Casals Marto","0002","0026",2,1,49,17.0,4,45.0,8003
189202,"Magalhães","0001","0031",1,3,23,59.0,11,10.0,8004
189202,"Magalhães","0033B","0065",1,3,24,59.0,11,23.0,8004
189202,"Magalhães","0067","0085",1,3,7,56.0,11,38.0,8004
189202,"Magalhães","0002","0008",2,3,17,57.0,11,11.0,8004
189202,"Magalhães","0010","0014",2,3,14,57.0,11,16.0,8004
189202,"Magalhães","0016","0042",2,3,13,57.0,11,18.0,8004
189202,"Magalhães","0044","0060",2,3,11,57.0,11,34.0,8004
189202,"Magalhães","0062","0068",2,3,8,56.0,11,40.0,8004
189304,"Ptge Magarola","0001","0007",1,1,22,9.0,2,65.0,8002
189304,"Ptge Magarola","0002A","0008",2,1,22,9.0,2,65.0,8002
189406,"Magdalenes","0001","0031",1,1,23,9.0,2,62.0,8002
189406,"Magdalenes","0002","0014",2,1,23,9.0,2,62.0,8002
189803,"Maó","0001","0017",1,5,46,103.0,25,122.0,8022
189803,"Maó","0019","0027",1,5,45,103.0,25,123.0,8022
189803,"Maó","0002","0018",2,5,46,103.0,25,124.0,8022
189803,"Maó","0020","0028",2,5,44,103.0,25,124.0,8022
189905,"Maignon","0001B","0001B",1,6,2,114.0,28,136.0,8023
189905,"Maignon","0001","0023",1,6,20,119.0,30,135.0,8024
189905,"Maignon","0025B","0053",1,6,21,119.0,30,128.0,8024
189905,"Maignon","0004","0036",2,6,20,119.0,30,135.0,8024
189905,"Maignon","0038","0054",2,6,21,119.0,30,128.0,8024
189905,"Maignon","0002","0002",2,6,2,114.0,28,136.0,8023
190100,"Maladeta","0001B","0039",1,8,25,161.0,45,39.0,8016
190100,"Maladeta","0041","0069",1,8,26,161.0,45,43.0,8016
190100,"Maladeta","0071","0095",1,8,37,163.0,45,63.0,8016
190100,"Maladeta","0030","0074",2,8,26,161.0,45,44.0,8016
190100,"Maladeta","0076","0114",2,8,37,163.0,45,62.0,8016
190100,"Maladeta","0002","0028",2,8,22,161.0,45,44.0,8016
190201,"Pl Bonet i Muixí","0001","0007",1,3,101,74.0,18,124.0,8014
190201,"Pl Bonet i Muixí","0002","0008",2,3,101,74.0,18,124.0,8014
190303,"Malats","0001","0015",1,9,25,187.0,60,115.0,8030
190303,"Malats","0017","0047",1,9,42,191.0,60,90.0,8030
190303,"Malats","0049","0085",1,9,43,191.0,60,91.0,8030
190303,"Malats","0002","0026",2,9,26,187.0,60,115.0,8030
190303,"Malats","0028","0120",2,9,41,191.0,60,95.0,8030
190405,"Malcuinat","0001","0003",1,1,45,16.0,4,28.0,8003
190405,"Malcuinat","0002","0004",2,1,45,16.0,4,28.0,8003
190609,"Ptge Malet","0001","0013",1,10,28,205.0,65,164.0,8026
190609,"Ptge Malet","0002","0022",2,10,28,205.0,65,164.0,8026
190700,"Malgrat","0025","0043",1,8,15,160.0,44,26.0,8016
190700,"Malgrat","0045B","0051",1,8,16,160.0,44,25.0,8016
190700,"Malgrat","0053","0101",1,8,21,161.0,45,35.0,8016
190700,"Malgrat","0064","0078",2,8,16,160.0,44,31.0,8016
190700,"Malgrat","0080","0106",2,8,20,161.0,45,33.0,8016
190700,"Malgrat","0108","0130",2,8,21,161.0,45,46.0,8016
190700,"Malgrat","0028","0062",2,8,17,160.0,44,27.0,8016
190802,"Malnom","0007","0013",1,1,19,7.0,1,114.0,8001
190802,"Malnom","0002","0006",2,1,19,7.0,1,114.0,8001
190904,"Ptge Maluquer","0002","0022",2,5,35,102.0,25,108.0,8022
190904,"Ptge Maluquer","0001","0023",1,5,36,102.0,25,107.0,8022
191044,"Ptge Mallofré","0001","0003",1,5,10,95.0,23,167.0,8034
191044,"Ptge Mallofré","0002","0004",2,5,10,95.0,23,167.0,8034
191204,"Mallorca","0025","0039",1,2,128,46.0,9,140.0,8029
191204,"Mallorca","0041","0053",1,2,122,45.0,9,93.0,8029
191204,"Mallorca","0055","0075",1,2,120,45.0,9,94.0,8029
191204,"Mallorca","0077","0095",1,2,119,45.0,9,95.0,8029
191204,"Mallorca","0097","0113",1,2,118,45.0,9,96.0,8029
191204,"Mallorca","0177","0229",1,2,88,38.0,8,107.0,8036
191204,"Mallorca","0231","0263",1,2,81,35.0,7,194.0,8008
191204,"Mallorca","0265","0283",1,2,80,35.0,7,193.0,8008
191204,"Mallorca","0285","0317",1,2,63,29.0,7,189.0,8037
191204,"Mallorca","0319","0331",1,2,62,29.0,7,183.0,8037
191204,"Mallorca","0351","0373",1,2,53,27.0,6,294.0,8013
191204,"Mallorca","0401","0417",1,2,49,27.0,6,289.0,8013
191204,"Mallorca","0419B","0457",1,2,27,24.0,6,286.0,8013
191204,"Mallorca","0459","0503",1,2,32,24.0,6,280.0,8013
191204,"Mallorca","0537","0549",1,10,14,203.0,64,119.0,8026
191204,"Mallorca","0551","0575",1,10,20,204.0,64,155.0,8026
